time,I,Q
0.015500 ,-3.23E-03,-1.19E-03
0.015504 ,4.70E-03,-9.46E-04
0.015508 ,-4.70E-03,1.19E-03
0.015512 ,5.01E-03,-1.71E-03
0.015516 ,-4.46E-03,2.41E-03
0.015520 ,4.09E-03,-2.20E-03
0.015524 ,-4.12E-03,3.14E-03
0.015528 ,3.78E-03,-2.62E-03
0.015532 ,-3.75E-03,3.94E-03
0.015536 ,2.69E-03,-3.51E-03
0.015540 ,-3.14E-03,4.18E-03
0.015544 ,2.32E-03,-4.24E-03
0.015548 ,-2.44E-03,4.49E-03
0.015552 ,1.92E-03,-4.52E-03
0.015556 ,-9.16E-04,4.58E-03
0.015560 ,9.77E-04,-4.97E-03
0.015564 ,-7.93E-04,4.61E-03
0.015568 ,-3.97E-04,-5.28E-03
0.015572 ,1.83E-04,4.58E-03
0.015576 ,-2.14E-04,-5.16E-03
0.015580 ,1.28E-03,4.79E-03
0.015584 ,-1.40E-03,-5.01E-03
0.015588 ,1.68E-03,4.70E-03
0.015592 ,-2.56E-03,-4.18E-03
0.015596 ,2.87E-03,4.43E-03
0.015600 ,-2.84E-03,-4.27E-03
0.015604 ,2.90E-03,3.60E-03
0.015608 ,-3.45E-03,-3.27E-03
0.015612 ,3.42E-03,3.48E-03
0.015616 ,-1.11E-02,-1.10E-03
0.015620 ,-4.76E-03,2.32E-02
0.015624 ,9.86E-03,8.30E-03
0.015628 ,2.35E-03,-1.16E-03
0.015632 ,-2.14E-04,-3.97E-04
0.015636 ,3.05E-05,-3.05E-05
0.015640 ,2.14E-04,-3.05E-05
0.015644 ,-6.10E-05,0.00E+00
0.015648 ,-1.22E-04,-1.22E-04
0.015652 ,9.16E-05,1.22E-04
0.015656 ,1.22E-04,3.05E-04
0.015660 ,0.00E+00,1.22E-04
0.015664 ,-3.05E-05,9.16E-05
0.015668 ,-1.53E-04,1.22E-04
0.015672 ,-3.05E-05,-1.22E-04
0.015676 ,1.83E-04,-6.41E-04
0.015680 ,9.46E-04,-7.72E-03
0.015684 ,-1.57E-02,-1.68E-02
0.015688 ,-1.50E-02,8.64E-03
0.015692 ,4.30E-03,-7.93E-04
0.015696 ,-2.81E-03,3.57E-03
0.015700 ,2.75E-03,-4.00E-03
0.015704 ,-3.36E-03,3.97E-03
0.015708 ,2.04E-03,-4.64E-03
0.015712 ,-1.65E-03,4.18E-03
0.015716 ,1.92E-03,-5.07E-03
0.015720 ,-7.32E-04,4.21E-03
0.015724 ,8.55E-04,-5.28E-03
0.015728 ,-9.16E-04,4.39E-03
0.015732 ,-3.66E-04,-5.22E-03
0.015736 ,3.05E-05,4.49E-03
0.015740 ,-9.77E-04,-5.07E-03
0.015744 ,7.51E-03,7.51E-03
0.015748 ,1.78E-02,-1.54E-02
0.015752 ,-2.44E-03,-1.25E-02
0.015756 ,-2.47E-03,-4.58E-04
0.015760 ,6.10E-05,3.66E-04
0.015764 ,3.05E-05,-3.05E-05
0.015768 ,-3.05E-05,-1.22E-04
0.015772 ,0.00E+00,-3.05E-05
0.015776 ,-1.53E-04,-9.16E-05
0.015780 ,-6.10E-05,-6.10E-05
0.015784 ,-1.22E-04,-1.22E-04
0.015788 ,0.00E+00,-6.10E-05
0.015792 ,1.53E-04,0.00E+00
0.015796 ,9.16E-05,-9.16E-05
0.015800 ,-9.16E-05,-6.10E-05
0.015804 ,-5.19E-04,1.22E-04
0.015808 ,-5.28E-03,5.58E-03
0.015812 ,2.66E-03,2.29E-02
0.015816 ,1.70E-02,2.32E-03
0.015820 ,-3.66E-03,-1.71E-03
0.015824 ,4.33E-03,-1.56E-03
0.015828 ,-5.07E-03,1.59E-03
0.015832 ,4.46E-03,-2.08E-03
0.015836 ,-4.46E-03,2.38E-03
0.015840 ,3.94E-03,-2.50E-03
0.015844 ,-4.06E-03,3.20E-03
0.015848 ,2.99E-03,-3.17E-03
0.015852 ,-3.54E-03,3.88E-03
0.015856 ,3.14E-03,-4.36E-03
0.015860 ,-2.41E-03,3.57E-03
0.015864 ,2.62E-03,-4.76E-03
0.015868 ,-1.95E-03,4.73E-03
0.015872 ,1.62E-03,-4.43E-03
0.015876 ,-1.22E-03,5.07E-03
0.015880 ,6.71E-04,-4.64E-03
0.015884 ,0.00E+00,4.79E-03
0.015888 ,-1.53E-04,-5.22E-03
0.015892 ,4.88E-04,4.36E-03
0.015896 ,-1.10E-03,-5.34E-03
0.015900 ,7.02E-04,4.70E-03
0.015904 ,-1.59E-03,-4.76E-03
0.015908 ,1.95E-03,4.36E-03
0.015912 ,-2.47E-03,-4.91E-03
0.015916 ,2.69E-03,4.18E-03
0.015920 ,-3.14E-03,-3.60E-03
0.015924 ,2.87E-03,4.06E-03
0.015928 ,-3.36E-03,-3.57E-03
0.015932 ,3.51E-03,2.96E-03
0.015936 ,-1.11E-02,-1.04E-03
0.015940 ,-4.46E-03,2.37E-02
0.015944 ,9.80E-03,8.24E-03
0.015948 ,2.23E-03,-1.16E-03
0.015952 ,-1.22E-04,-1.83E-04
0.015956 ,-3.05E-05,1.53E-04
0.015960 ,-3.05E-05,9.16E-05
0.015964 ,3.05E-05,0.00E+00
0.015968 ,0.00E+00,-6.10E-05
0.015972 ,3.05E-05,-6.10E-05
0.015976 ,3.05E-05,-2.14E-04
0.015980 ,3.05E-05,-1.22E-04
0.015984 ,6.10E-05,-3.05E-05
0.015988 ,-3.05E-05,-6.10E-05
0.015992 ,0.00E+00,9.16E-05
0.015996 ,3.66E-04,-3.97E-04
0.016000 ,1.13E-03,-7.66E-03
0.016004 ,-1.54E-02,-1.63E-02
0.016008 ,-1.51E-02,8.61E-03
0.016012 ,4.00E-03,-1.28E-03
0.016016 ,-2.47E-03,3.36E-03
0.016020 ,2.78E-03,-4.64E-03
0.016024 ,-2.59E-03,3.85E-03
0.016028 ,2.35E-03,-4.39E-03
0.016032 ,-1.86E-03,4.64E-03
0.016036 ,1.59E-03,-5.04E-03
0.016040 ,-8.85E-04,4.67E-03
0.016044 ,3.66E-04,-5.22E-03
0.016048 ,-5.49E-04,4.30E-03
0.016052 ,-9.16E-05,-5.10E-03
0.016056 ,8.55E-04,5.22E-03
0.016060 ,-1.43E-03,-4.39E-03
0.016064 ,1.62E-03,4.82E-03
0.016068 ,-1.89E-03,-4.85E-03
0.016072 ,2.47E-03,4.33E-03
0.016076 ,-2.69E-03,-3.78E-03
0.016080 ,2.99E-03,4.06E-03
0.016084 ,-3.23E-03,-3.72E-03
0.016088 ,3.39E-03,3.42E-03
0.016092 ,-4.18E-03,-3.54E-03
0.016096 ,4.00E-03,2.87E-03
0.016100 ,-4.61E-03,-2.56E-03
0.016104 ,4.36E-03,2.35E-03
0.016108 ,-4.76E-03,-2.04E-03
0.016112 ,4.61E-03,1.34E-03
0.016116 ,-4.58E-03,-1.25E-03
0.016120 ,5.40E-03,9.16E-04
0.016124 ,-4.30E-03,-2.75E-04
0.016128 ,9.37E-03,-5.31E-03
0.016132 ,-1.14E-02,-2.07E-02
0.016136 ,-1.29E-02,-4.88E-04
0.016140 ,-1.04E-03,2.35E-03
0.016144 ,3.66E-04,6.10E-05
0.016148 ,6.10E-05,-2.75E-04
0.016152 ,6.10E-05,-6.10E-05
0.016156 ,1.22E-04,1.22E-04
0.016160 ,-9.16E-05,-3.05E-05
0.016164 ,0.00E+00,3.05E-05
0.016168 ,1.22E-04,-3.05E-05
0.016172 ,9.16E-05,-1.83E-04
0.016176 ,1.83E-04,-1.83E-04
0.016180 ,1.83E-04,-3.05E-05
0.016184 ,0.00E+00,3.05E-05
0.016188 ,3.05E-05,6.41E-04
0.016192 ,4.15E-03,6.90E-03
0.016196 ,2.27E-02,4.24E-03
0.016200 ,7.08E-03,-1.57E-02
0.016204 ,-2.11E-03,3.14E-03
0.016208 ,6.10E-05,-4.67E-03
0.016212 ,1.83E-04,5.22E-03
0.016216 ,-3.36E-04,-5.28E-03
0.016220 ,8.24E-04,5.01E-03
0.016224 ,-1.01E-03,-4.06E-03
0.016228 ,1.68E-03,5.40E-03
0.016232 ,-2.66E-03,-3.88E-03
0.016236 ,2.32E-03,4.15E-03
0.016240 ,-2.99E-03,-3.57E-03
0.016244 ,3.05E-03,4.15E-03
0.016248 ,-3.91E-03,-3.42E-03
0.016252 ,3.14E-03,3.14E-03
0.016256 ,-1.10E-02,-1.53E-04
0.016260 ,-2.72E-03,2.39E-02
0.016264 ,1.03E-02,7.93E-03
0.016268 ,2.20E-03,-1.22E-03
0.016272 ,-9.16E-05,-3.66E-04
0.016276 ,1.83E-04,-6.10E-05
0.016280 ,9.16E-05,-6.10E-05
0.016284 ,-3.05E-05,3.05E-05
0.016288 ,-6.10E-05,-3.05E-05
0.016292 ,3.05E-05,-9.16E-05
0.016296 ,0.00E+00,0.00E+00
0.016300 ,9.16E-05,0.00E+00
0.016304 ,9.16E-05,1.22E-04
0.016308 ,6.10E-05,-6.10E-05
0.016312 ,1.83E-04,-9.16E-05
0.016316 ,3.66E-04,-3.36E-04
0.016320 ,4.58E-04,-7.69E-03
0.016324 ,-1.68E-02,-1.54E-02
0.016328 ,-1.44E-02,9.74E-03
0.016332 ,3.17E-03,-1.50E-03
0.016336 ,-2.90E-03,4.06E-03
0.016340 ,2.69E-03,-3.91E-03
0.016344 ,-1.92E-03,4.46E-03
0.016348 ,2.14E-03,-4.39E-03
0.016352 ,-1.40E-03,4.76E-03
0.016356 ,1.04E-03,-5.07E-03
0.016360 ,-3.05E-04,4.97E-03
0.016364 ,4.27E-04,-4.33E-03
0.016368 ,3.05E-05,5.25E-03
0.016372 ,-8.55E-04,-4.79E-03
0.016376 ,1.43E-03,4.82E-03
0.016380 ,-1.16E-03,-4.70E-03
0.016384 ,1.59E-03,4.67E-03
0.016388 ,-2.32E-03,-4.55E-03
0.016392 ,2.69E-03,4.30E-03
0.016396 ,-2.66E-03,-3.88E-03
0.016400 ,3.30E-03,4.18E-03
0.016404 ,-3.45E-03,-3.17E-03
0.016408 ,3.63E-03,3.81E-03
0.016412 ,-4.33E-03,-2.62E-03
0.016416 ,3.75E-03,2.56E-03
0.016420 ,-4.73E-03,-2.35E-03
0.016424 ,4.52E-03,2.01E-03
0.016428 ,-4.70E-03,-1.50E-03
0.016432 ,4.91E-03,1.04E-03
0.016436 ,-4.79E-03,-7.32E-04
0.016440 ,5.28E-03,7.63E-04
0.016444 ,-4.64E-03,-4.27E-04
0.016448 ,9.09E-03,-6.38E-03
0.016452 ,-1.15E-02,-2.08E-02
0.016456 ,-1.29E-02,-2.14E-04
0.016460 ,-8.24E-04,2.35E-03
0.016464 ,5.80E-04,1.83E-04
0.016468 ,1.22E-04,3.05E-05
0.016472 ,-6.10E-05,0.00E+00
0.016476 ,-6.10E-05,6.10E-05
0.016480 ,9.16E-05,2.14E-04
0.016484 ,6.10E-05,-3.05E-05
0.016488 ,-3.05E-05,0.00E+00
0.016492 ,-1.53E-04,2.44E-04
0.016496 ,-6.10E-05,6.10E-05
0.016500 ,-6.10E-05,3.05E-05
0.016504 ,0.00E+00,3.05E-05
0.016508 ,6.10E-05,1.22E-04
0.016512 ,9.16E-05,2.14E-04
0.016516 ,9.16E-05,9.16E-05
0.016520 ,-3.05E-05,6.10E-05
0.016524 ,-1.22E-04,-1.83E-04
0.016528 ,-6.10E-05,-2.14E-04
0.016532 ,-1.53E-04,-1.22E-04
0.016536 ,-1.22E-04,-1.22E-04
0.016540 ,-6.10E-05,9.16E-05
0.016544 ,6.10E-05,-6.10E-05
0.016548 ,1.83E-04,6.10E-05
0.016552 ,9.16E-05,1.53E-04
0.016556 ,-9.16E-05,2.44E-04
0.016560 ,-3.05E-05,1.22E-04
0.016564 ,1.83E-04,-9.16E-05
0.016568 ,-3.05E-05,-1.22E-04
0.016572 ,-6.10E-05,-6.10E-05
0.016576 ,-9.16E-05,-1.53E-04
0.016580 ,-3.05E-05,1.53E-04
0.016584 ,9.16E-05,2.14E-04
0.016588 ,3.05E-05,1.83E-04
0.016592 ,1.83E-04,9.16E-05
0.016596 ,3.05E-05,-3.05E-05
0.016600 ,3.05E-05,9.16E-05
0.016604 ,-3.05E-05,1.22E-04
0.016608 ,1.53E-04,0.00E+00
0.016612 ,1.22E-04,3.05E-05
0.016616 ,6.10E-05,-6.10E-05
0.016620 ,6.10E-05,1.53E-04
0.016624 ,-3.05E-05,3.05E-04
0.016628 ,-3.05E-05,2.44E-04
0.016632 ,-6.10E-05,9.16E-05
0.016636 ,0.00E+00,-1.53E-04
0.016640 ,-6.10E-05,-2.14E-04
0.016644 ,-1.53E-04,-2.14E-04
0.016648 ,-1.83E-04,-1.22E-04
0.016652 ,-2.14E-04,-3.05E-05
0.016656 ,-3.05E-05,3.05E-05
0.016660 ,3.05E-05,9.16E-05
0.016664 ,-9.16E-05,9.16E-05
0.016668 ,-2.44E-04,-6.10E-05
0.016672 ,-1.22E-04,0.00E+00
0.016676 ,6.10E-05,3.05E-05
0.016680 ,6.10E-05,1.22E-04
0.016684 ,6.10E-05,1.53E-04
0.016688 ,6.10E-05,9.16E-05
0.016692 ,-3.05E-05,1.22E-04
0.016696 ,-2.14E-04,1.83E-04
0.016700 ,-6.10E-04,-3.05E-04
0.016704 ,-7.32E-03,-2.44E-03
0.016708 ,-1.93E-02,1.20E-02
0.016712 ,5.71E-03,1.60E-02
0.016716 ,9.16E-05,-3.88E-03
0.016720 ,3.57E-03,3.48E-03
0.016724 ,-2.90E-03,-3.63E-03
0.016728 ,4.15E-03,3.45E-03
0.016732 ,-3.63E-03,-3.33E-03
0.016736 ,4.24E-03,2.23E-03
0.016740 ,-4.58E-03,-2.96E-03
0.016744 ,4.30E-03,1.77E-03
0.016748 ,-4.94E-03,-1.71E-03
0.016752 ,4.88E-03,9.16E-04
0.016756 ,-4.67E-03,-7.32E-04
0.016760 ,5.25E-03,3.66E-04
0.016764 ,-4.39E-03,-2.44E-04
0.016768 ,9.16E-03,-6.53E-03
0.016772 ,-1.23E-02,-2.03E-02
0.016776 ,-1.29E-02,1.83E-04
0.016780 ,-9.16E-04,2.59E-03
0.016784 ,3.66E-04,2.44E-04
0.016788 ,-3.05E-05,-6.10E-05
0.016792 ,-3.05E-05,1.22E-04
0.016796 ,-1.53E-04,9.16E-05
0.016800 ,-2.14E-04,1.83E-04
0.016804 ,3.05E-05,2.44E-04
0.016808 ,3.05E-05,9.16E-05
0.016812 ,9.16E-05,0.00E+00
0.016816 ,0.00E+00,1.22E-04
0.016820 ,-2.14E-04,9.16E-05
0.016824 ,-1.83E-04,1.22E-04
0.016828 ,3.05E-05,7.32E-04
0.016832 ,4.49E-03,6.16E-03
0.016836 ,2.28E-02,1.22E-03
0.016840 ,5.16E-03,-1.64E-02
0.016844 ,-2.32E-03,3.69E-03
0.016848 ,-8.55E-04,-4.15E-03
0.016852 ,1.83E-04,5.07E-03
0.016856 ,-1.65E-03,-4.91E-03
0.016860 ,1.22E-03,4.64E-03
0.016864 ,-1.86E-03,-4.24E-03
0.016868 ,2.17E-03,4.82E-03
0.016872 ,-3.08E-03,-3.88E-03
0.016876 ,2.53E-03,3.94E-03
0.016880 ,-3.27E-03,-4.18E-03
0.016884 ,3.39E-03,3.08E-03
0.016888 ,-4.18E-03,-3.51E-03
0.016892 ,3.94E-03,2.44E-03
0.016896 ,-4.09E-03,-2.99E-03
0.016900 ,4.70E-03,2.01E-03
0.016904 ,-4.46E-03,-2.11E-03
0.016908 ,4.58E-03,1.37E-03
0.016912 ,-5.16E-03,-1.37E-03
0.016916 ,4.76E-03,4.88E-04
0.016920 ,-5.34E-03,-2.75E-04
0.016924 ,4.76E-03,-7.32E-04
0.016928 ,-4.58E-03,-3.05E-05
0.016932 ,5.16E-03,-8.55E-04
0.016936 ,-4.79E-03,1.22E-03
0.016940 ,4.94E-03,-1.56E-03
0.016944 ,-4.21E-03,2.44E-03
0.016948 ,4.70E-03,-1.80E-03
0.016952 ,-4.58E-03,2.93E-03
0.016956 ,3.48E-03,-2.62E-03
0.016960 ,-3.97E-03,1.04E-02
0.016964 ,2.15E-02,9.49E-03
0.016968 ,1.03E-02,-7.66E-03
0.016972 ,-4.27E-04,-2.59E-03
0.016976 ,-2.44E-04,2.14E-04
0.016980 ,3.05E-05,2.44E-04
0.016984 ,0.00E+00,6.10E-05
0.016988 ,-3.05E-05,3.05E-05
0.016992 ,-6.10E-05,6.10E-05
0.016996 ,-1.22E-04,-1.83E-04
0.017000 ,1.53E-04,-6.10E-05
0.017004 ,6.10E-05,9.16E-05
0.017008 ,-6.10E-05,-3.05E-05
0.017012 ,-6.10E-05,-1.22E-04
0.017016 ,6.10E-05,-2.14E-04
0.017020 ,-9.16E-05,-4.88E-04
0.017024 ,-7.29E-03,-1.98E-03
0.017028 ,-1.91E-02,1.30E-02
0.017032 ,5.95E-03,1.62E-02
0.017036 ,3.05E-05,-3.75E-03
0.017040 ,3.27E-03,3.81E-03
0.017044 ,-3.75E-03,-3.51E-03
0.017048 ,3.54E-03,2.99E-03
0.017052 ,-4.03E-03,-3.08E-03
0.017056 ,3.75E-03,2.59E-03
0.017060 ,-4.18E-03,-2.35E-03
0.017064 ,5.04E-03,9.46E-04
0.017068 ,-4.46E-03,-1.59E-03
0.017072 ,4.46E-03,6.10E-04
0.017076 ,-5.28E-03,-7.63E-04
0.017080 ,4.76E-03,1.83E-04
0.017084 ,-5.22E-03,7.02E-04
0.017088 ,4.94E-03,-6.41E-04
0.017092 ,-4.43E-03,1.62E-03
0.017096 ,5.07E-03,-1.40E-03
0.017100 ,-4.46E-03,2.17E-03
0.017104 ,4.21E-03,-2.17E-03
0.017108 ,-4.82E-03,2.38E-03
0.017112 ,4.15E-03,-2.59E-03
0.017116 ,-3.57E-03,3.23E-03
0.017120 ,3.81E-03,-3.78E-03
0.017124 ,-3.05E-03,3.33E-03
0.017128 ,3.05E-03,-4.58E-03
0.017132 ,-2.96E-03,3.57E-03
0.017136 ,2.44E-03,-4.79E-03
0.017140 ,-1.80E-03,4.73E-03
0.017144 ,1.89E-03,-4.67E-03
0.017148 ,-1.50E-03,4.64E-03
0.017152 ,1.22E-03,-5.28E-03
0.017156 ,4.58E-04,4.55E-03
0.017160 ,8.85E-04,-5.04E-03
0.017164 ,5.49E-04,4.97E-03
0.017168 ,-6.41E-04,-4.85E-03
0.017172 ,1.56E-03,4.79E-03
0.017176 ,-1.43E-03,-5.07E-03
0.017180 ,2.20E-03,4.33E-03
0.017184 ,-2.26E-03,-4.43E-03
0.017188 ,2.84E-03,4.24E-03
0.017192 ,-2.69E-03,-4.43E-03
0.017196 ,2.84E-03,3.91E-03
0.017200 ,-3.51E-03,-3.33E-03
0.017204 ,3.57E-03,3.63E-03
0.017208 ,-3.81E-03,-3.23E-03
0.017212 ,3.69E-03,3.11E-03
0.017216 ,-1.09E-02,4.88E-04
0.017220 ,-1.77E-03,2.39E-02
0.017224 ,1.07E-02,7.26E-03
0.017228 ,2.11E-03,-1.31E-03
0.017232 ,-1.53E-04,-1.83E-04
0.017236 ,2.14E-04,-3.05E-05
0.017240 ,3.05E-05,0.00E+00
0.017244 ,-1.22E-04,-1.83E-04
0.017248 ,-3.05E-05,-2.44E-04
0.017252 ,1.22E-04,-3.05E-05
0.017256 ,1.53E-04,1.83E-04
0.017260 ,1.53E-04,2.44E-04
0.017264 ,2.75E-04,9.16E-05
0.017268 ,9.16E-05,1.53E-04
0.017272 ,6.10E-05,1.53E-04
0.017276 ,-6.10E-05,-1.83E-04
0.017280 ,-2.44E-04,-1.53E-04
0.017284 ,-1.53E-04,-1.22E-04
0.017288 ,9.16E-05,-6.10E-05
0.017292 ,1.83E-04,-9.16E-05
0.017296 ,1.83E-04,-1.22E-04
0.017300 ,0.00E+00,1.83E-04
0.017304 ,-9.16E-05,1.53E-04
0.017308 ,-1.22E-04,1.53E-04
0.017312 ,6.10E-05,1.53E-04
0.017316 ,1.53E-04,-6.10E-05
0.017320 ,-6.10E-05,-1.22E-04
0.017324 ,-6.10E-05,-1.22E-04
0.017328 ,-6.10E-05,-9.16E-05
0.017332 ,-3.05E-05,-3.05E-05
0.017336 ,-6.10E-05,-6.10E-05
0.017340 ,-4.88E-04,-3.97E-04
0.017344 ,-7.48E-03,-1.86E-03
0.017348 ,-1.80E-02,1.41E-02
0.017352 ,6.90E-03,1.56E-02
0.017356 ,-1.04E-03,-4.18E-03
0.017360 ,3.39E-03,2.56E-03
0.017364 ,-3.88E-03,-3.27E-03
0.017368 ,4.15E-03,3.05E-03
0.017372 ,-4.24E-03,-2.90E-03
0.017376 ,4.43E-03,1.68E-03
0.017380 ,-4.76E-03,-1.68E-03
0.017384 ,5.07E-03,1.59E-03
0.017388 ,-4.49E-03,-9.46E-04
0.017392 ,4.70E-03,8.85E-04
0.017396 ,-5.49E-03,-2.14E-04
0.017400 ,4.55E-03,-2.14E-04
0.017404 ,-5.37E-03,2.14E-04
0.017408 ,5.43E-03,-8.55E-04
0.017412 ,-4.39E-03,1.40E-03
0.017416 ,4.67E-03,-1.74E-03
0.017420 ,-4.58E-03,2.17E-03
0.017424 ,4.91E-03,-1.92E-03
0.017428 ,-3.63E-03,3.14E-03
0.017432 ,4.33E-03,-2.50E-03
0.017436 ,-3.75E-03,3.17E-03
0.017440 ,3.39E-03,-3.88E-03
0.017444 ,-3.17E-03,3.63E-03
0.017448 ,2.66E-03,-4.24E-03
0.017452 ,-2.59E-03,3.85E-03
0.017456 ,2.32E-03,-5.43E-03
0.017460 ,-1.68E-03,3.81E-03
0.017464 ,1.71E-03,-4.82E-03
0.017468 ,-8.85E-04,5.37E-03
0.017472 ,1.01E-03,-5.04E-03
0.017476 ,6.10E-05,4.88E-03
0.017480 ,-2.44E-04,-4.82E-03
0.017484 ,-3.05E-05,4.94E-03
0.017488 ,-1.46E-03,-5.19E-03
0.017492 ,7.32E-04,4.58E-03
0.017496 ,-1.71E-03,-4.39E-03
0.017500 ,1.92E-03,4.94E-03
0.017504 ,-1.98E-03,-4.46E-03
0.017508 ,2.84E-03,4.39E-03
0.017512 ,-3.30E-03,-4.09E-03
0.017516 ,2.99E-03,3.60E-03
0.017520 ,-3.48E-03,-3.27E-03
0.017524 ,3.51E-03,3.60E-03
0.017528 ,-3.94E-03,-2.69E-03
0.017532 ,4.61E-03,2.78E-03
0.017536 ,-4.52E-03,-2.29E-03
0.017540 ,4.30E-03,1.86E-03
0.017544 ,-5.43E-03,-8.55E-04
0.017548 ,4.39E-03,1.59E-03
0.017552 ,-4.88E-03,1.53E-04
0.017556 ,5.07E-03,3.66E-04
0.017560 ,-4.88E-03,0.00E+00
0.017564 ,5.28E-03,-7.32E-04
0.017568 ,-4.39E-03,1.04E-03
0.017572 ,4.88E-03,-1.16E-03
0.017576 ,-5.28E-03,1.86E-03
0.017580 ,4.09E-03,-2.32E-03
0.017584 ,-4.06E-03,2.66E-03
0.017588 ,3.97E-03,-2.66E-03
0.017592 ,-3.94E-03,3.48E-03
0.017596 ,3.57E-03,-3.36E-03
0.017600 ,-1.86E-03,1.06E-02
0.017604 ,2.27E-02,6.53E-03
0.017608 ,9.22E-03,-9.25E-03
0.017612 ,-1.07E-03,-2.50E-03
0.017616 ,-5.49E-04,3.66E-04
0.017620 ,-3.05E-05,2.44E-04
0.017624 ,1.83E-04,6.10E-05
0.017628 ,6.10E-05,0.00E+00
0.017632 ,-3.05E-05,9.16E-05
0.017636 ,-1.83E-04,0.00E+00
0.017640 ,-3.05E-04,-9.16E-05
0.017644 ,-1.22E-04,-6.10E-05
0.017648 ,0.00E+00,-1.22E-04
0.017652 ,9.16E-05,-6.10E-05
0.017656 ,1.22E-04,1.83E-04
0.017660 ,-1.53E-04,9.16E-05
0.017664 ,-6.10E-05,-9.16E-05
0.017668 ,-9.16E-05,-2.14E-04
0.017672 ,-3.05E-05,-9.16E-05
0.017676 ,3.05E-05,-3.05E-05
0.017680 ,1.83E-04,-1.22E-04
0.017684 ,9.16E-05,-1.53E-04
0.017688 ,-3.05E-05,-6.10E-05
0.017692 ,-9.16E-05,9.16E-05
0.017696 ,-6.10E-05,-1.53E-04
0.017700 ,-3.05E-05,-2.14E-04
0.017704 ,-1.22E-04,-1.53E-04
0.017708 ,-3.05E-05,-9.16E-05
0.017712 ,9.16E-05,-3.05E-05
0.017716 ,1.53E-04,3.05E-05
0.017720 ,0.00E+00,9.16E-05
0.017724 ,-5.49E-04,3.66E-04
0.017728 ,-3.69E-03,6.68E-03
0.017732 ,8.00E-03,2.11E-02
0.017736 ,1.59E-02,-2.62E-03
0.017740 ,-4.30E-03,-5.49E-04
0.017744 ,3.78E-03,-2.72E-03
0.017748 ,-4.30E-03,3.14E-03
0.017752 ,3.48E-03,-2.47E-03
0.017756 ,-3.91E-03,3.33E-03
0.017760 ,3.17E-03,-3.85E-03
0.017764 ,-3.02E-03,4.33E-03
0.017768 ,2.38E-03,-3.60E-03
0.017772 ,-2.20E-03,4.30E-03
0.017776 ,1.95E-03,-4.73E-03
0.017780 ,-1.34E-03,4.46E-03
0.017784 ,1.59E-03,-5.19E-03
0.017788 ,-7.32E-04,4.24E-03
0.017792 ,-4.73E-03,-1.01E-02
0.017796 ,-2.21E-02,8.64E-03
0.017800 ,-1.77E-03,1.27E-02
0.017804 ,2.35E-03,1.22E-03
0.017808 ,2.44E-04,-3.36E-04
0.017812 ,-6.10E-05,9.16E-05
0.017816 ,3.05E-05,3.05E-05
0.017820 ,0.00E+00,-1.22E-04
0.017824 ,-9.16E-05,-9.16E-05
0.017828 ,-9.16E-05,-1.53E-04
0.017832 ,-6.10E-05,-1.22E-04
0.017836 ,9.16E-05,3.05E-05
0.017840 ,3.05E-05,1.53E-04
0.017844 ,-9.16E-05,-9.16E-05
0.017848 ,-1.22E-04,-1.83E-04
0.017852 ,-1.53E-04,-3.05E-05
0.017856 ,0.00E+00,-6.10E-05
0.017860 ,9.16E-05,0.00E+00
0.017864 ,1.22E-04,-6.10E-05
0.017868 ,1.22E-04,-3.05E-05
0.017872 ,6.10E-05,1.22E-04
0.017876 ,-6.10E-05,1.22E-04
0.017880 ,-1.53E-04,6.10E-05
0.017884 ,-1.53E-04,-3.05E-05
0.017888 ,9.16E-05,-1.22E-04
0.017892 ,1.53E-04,-1.22E-04
0.017896 ,1.22E-04,-9.16E-05
0.017900 ,0.00E+00,-1.83E-04
0.017904 ,9.16E-05,-3.05E-05
0.017908 ,6.10E-05,9.16E-05
0.017912 ,-9.16E-05,0.00E+00
0.017916 ,1.22E-04,-6.71E-04
0.017920 ,-6.41E-04,-8.00E-03
0.017924 ,-1.88E-02,-1.31E-02
0.017928 ,-1.23E-02,1.10E-02
0.017932 ,3.51E-03,-2.62E-03
0.017936 ,-1.89E-03,4.21E-03
0.017940 ,2.14E-03,-4.36E-03
0.017944 ,-1.28E-03,4.61E-03
0.017948 ,1.01E-03,-4.61E-03
0.017952 ,0.00E+00,5.04E-03
0.017956 ,6.41E-04,-4.70E-03
0.017960 ,4.58E-04,4.91E-03
0.017964 ,-2.14E-04,-5.25E-03
0.017968 ,1.62E-03,4.33E-03
0.017972 ,-1.40E-03,-4.88E-03
0.017976 ,1.92E-03,4.97E-03
0.017980 ,-1.95E-03,-4.15E-03
0.017984 ,9.74E-03,5.13E-03
0.017988 ,1.22E-02,-2.01E-02
0.017992 ,-6.10E-03,-1.13E-02
0.017996 ,-2.41E-03,2.75E-04
0.018000 ,1.22E-04,3.36E-04
0.018004 ,0.00E+00,6.10E-05
0.018008 ,-2.44E-04,-6.10E-05
0.018012 ,-6.10E-05,-1.53E-04
0.018016 ,-6.10E-05,-3.05E-05
0.018020 ,-3.36E-04,-3.05E-05
0.018024 ,-1.83E-04,3.05E-05
0.018028 ,-6.10E-05,3.05E-05
0.018032 ,-9.16E-05,9.16E-05
0.018036 ,6.10E-05,3.05E-05
0.018040 ,1.53E-04,0.00E+00
